id,kode,nama,uraian,enabled
594,412.5,"Alokasi Bantuan Pembangunan Desa",-,1
595,412.51,Pusat,-,1
596,412.52,Daerah,-,1
597,412.6,"Pelaksanaan Bantuan Pembangunan Desa",-,1
598,412.61,"Bantuan Langsung",-,1
599,412.62,"Bantuan Keserasian",-,1
600,412.63,"Bantuan Juara Lomba Desa",-,1
601,413,"Prasarana Desa",-,1
602,413.1,"Prasarana Desa",-,1
603,413.11,Pembinaan,-,1
604,413.12,"Bimbingan Teknis",-,1
605,413.2,"Pemukiman Kembali Penduduk",-,1
606,413.21,Lokasi,-,1
607,413.22,Diskusi,-,1
608,413.23,Pelaksanaan,-,1
609,413.3,"Masyarakat Pradesa",-,1
610,413.31,Pembinaan,-,1
611,413.32,Penyuluhan,-,1
612,413.4,"Pemugaran Perumahan Dan Lingkungan Desa",-,1
613,413.41,"Rumah Sehat",-,1
614,413.42,"Proyek Perintis",-,1
615,413.43,Pelaksanaan,-,1
616,413.44,Pengembangan,-,1
617,413.45,"Perbaikan Kampung",-,1
618,414,"Pengembangan Desa",-,1
619,414.1,"Tingkat Perkembangan Desa",-,1
620,414.11,"Jumlah Desa",-,1
621,414.12,"Pemekaran Desa",-,1
622,414.13,"Pembentukan Desa Baru",-,1
623,414.14,Evaluasi,-,1
624,414.15,Bagan,-,1
625,414.2,"Unit Desa Kerja Pembangunan (UDKP)",-,1
626,414.21,"Penyuluhan Program",-,1
627,414.22,"Lokasi UDKP",-,1
628,414.23,Pelaksanaan,-,1
629,414.24,Bimbingan/Pembinaan,-,1
630,414.25,Evaluasi,-,1
631,414.3,"Tata Desa",-,1
632,414.31,Inventarisasi,-,1
633,414.32,"Penyusunan Pola Tata Desa",-,1
634,414.33,"Aplikasi Tata Desa",-,1
635,414.34,Pemetaan,-,1
636,414.35,"Pedoman Pelaksanaan",-,1
637,414.36,Evaluasi,-,1
638,414.4,"Perlombaan Desa",-,1
639,414.41,Pedoman,-,1
640,414.42,Penilaian,-,1
641,414.43,Kejuaraan,-,1
642,414.44,Piagam,-,1
643,415,Koordinasi,-,1
644,415.1,"Sektor Khusus",-,1
645,415.2,"Rapat Koordinasi Horizontal (RKH)",-,1
646,415.3,"Tim Koordinasi Pusat (TKP)",-,1
647,415.4,Kerjasama,-,1
648,415.41,"Luar Negeri (UNICEF)",-,1
649,415.42,"Perguruan Tinggi",-,1
650,415.43,"Kementerian / Lembaga Non Kementerian",-,1
651,416,-,-,1
652,417,-,-,1
653,418,-,-,1
654,420,PENDIDIKAN,-,1
655,420.1,"Pendidikan Khusus Klasifikasi Disini Pendidikan Putra/I Irja",-,1
656,421,Sekolah,-,1
657,421.1,"Pra Sekolah",-,1
658,421.2,"Sekolah Dasar",-,1
659,421.3,"Sekolah Menengah",-,1
660,421.4,"Sekolah Tinggi",-,1
661,421.5,"Sekolah Kejuruan",-,1
662,421.6,"Kegiatan Sekolah, Dies Natalis Lustrum",-,1
663,421.7,"Kegiatan Pelajar",-,1
664,421.71,"Reuni Darmawisata",-,1
665,421.72,"Pelajar Teladan",-,1
666,421.73,"Resimen Mahasiswa",-,1
667,421.8,"Sekolah Pendidikan Luar Biasa",-,1
668,421.9,"Pendidikan Luar Sekolah / Pemberantasan Buta Huruf",-,1
669,422,"Administrasi Sekolah","Persyaratan Masuk Sekolah, Testing, Ujian, Pendaftaran,",1
670,422.1,"Mapras, Perpeloncoan",-,1
671,422.2,"Tahun Pelajaran",-,1
672,422.3,"Hari Libur",-,1
673,422.4,"Uang Sekolah, Klasifikasi Disini SPP",-,1
674,422.5,Beasiswa,-,1
675,423,"Metode Belajar",-,1
676,423.1,Kuliah,-,1
677,423.2,"Ceramah, Simposium",-,1
678,423.3,Diskusi,-,1
679,423.4,"Kuliah Lapangan, Widyawisata, KKN, Studi Tur",-,1
680,423.5,Kurikulum,-,1
681,423.6,"Karya Tulis",-,1
682,423.7,Ujian,-,1
683,424,"Tenaga Pengajar, Guru, Dosen, Dekan, Rektor","Klasifikasi Disini: Guru Teladan",1
684,425,"Sarana Pendidikan",-,1
685,425.1,Gedung,-,1
686,425.11,"Gedung Sekolah",-,1
687,425.12,Kampus,-,1
688,425.13,"Pusat Kegiatan Mahasiswa",-,1
689,425.2,Buku,-,1
690,425.3,"Perlengkapan Sekolah",-,1
691,426,Keolahragaan,-,1
692,426.1,"Cabang Olah Raga",-,1
693,426.2,Sarana,-,1
694,426.21,"Gedung Olah Raga",-,1
695,426.22,Stadion,-,1
696,426.23,Lapangan,-,1
697,426.24,"Kolam renang",-,1
698,426.3,"Pesta Olah Raga, ","Klasifikasi Disini: PON, Porsade, Olimpiade, dsb",1
699,426.4,KONI,-,1
700,427,"Kepramukaan Meliputi: Organisasi Dan Kegiatan Remaja","Klasifikasi Disini: Gelanggang Remaja",1
701,428,Kepramukaan,-,1
702,429,"Pendidikan  Kedinasan Untuk Depdagri, Lihat 890",-,1
703,430,KEBUDAYAAN,-,1
704,431,Kesenian,-,1
705,431.1,"Cabang Kesenian",-,1
706,431.2,Sarana,-,1
707,431.21,"Gedung Kesenian",-,1
708,432,Kepurbakalaan,-,1
709,432.1,Museum,-,1
710,432.2,"Peninggalan Kuno",-,1
711,432.21,"Candi Termasuk Pemugaran",-,1
712,432.22,Benda,-,1
713,433,Sejarah,-,1
714,434,Bahasa,-,1
715,435,"Usaha Pertunjukan, Hiburan, Kesenangan",-,1
716,436,Kepercayaan,-,1
717,437,-,-,1
718,438,-,-,1
719,439,-,-,1
720,440,KESEHATAN,-,1
721,441,"Pembinaan Kesehatan",-,1
722,441.1,Gizi,-,1
723,441.2,Mata,-,1
724,441.3,Jiwa,-,1
725,441.4,Kanker,-,1
726,441.5,"Usaha Kegiatan Sekolah (UKS)",-,1
727,441.6,Perawatan,-,1
728,441.7,"Penyuluhan Kesehatan Masyarakat (PKM)",-,1
729,441.8,"Pekan Imunisasi Nasional",-,1
730,442,Obat-obatan,-,1
731,442.1,Pengadaan,-,1
732,442.2,Penyimpanan,-,1
733,443,"Penyakit Menular",-,1
734,443.1,Pencegahan,-,1
735,443.2,"Pemberantasan dan Pencegahan Penyakit Menular Langsung (P2ML)",-,1
736,443.21,Kusta,-,1
737,443.22,Kelamin,-,1
738,443.23,Frambosia,-,1
739,443.24,"TBC / AIDS / HIV",-,1
740,443.3,"Epidemiologi dan Karantina (Epidka)",-,1
741,443.31,Kholera,-,1
742,443.32,Imunisasi,-,1
743,443.33,Survailense,-,1
744,443.34,"Rabies (Anjing Gila) Antraks",-,1
745,443.4,"Pemberantasan & Pencegahan Penyakit Menular Sumber Binatang (P2B)",-,1
746,443.41,Malaria,-,1
747,443.42,"Dengue Faemorrhagic Fever (Demam Berdarah HDF)",-,1
748,443.43,Filaria,-,1
749,443.44,Serangga,-,1
750,443.5,"Hygiene Sanitasi",-,1
751,443.51,"Tempat-tempat Pembuatan Dan Penjualan Makanan dan Minuman (TPPMM)",-,1
752,443.52,"Sarana Air Minum Dan Jamban Keluarga (Samijaga)",-,1
753,443.53,Pestisida,-,1
754,444,Gizi,-,1
755,444.1," Kekurangan Makanan Bahaya Kelaparan, Busung Lapar",-,1
756,444.2,"Keracunan Makanan",-,1
757,444.3,"Menu Makanan Rakyat",-,1
758,444.4,"Badan Perbaikan Gizi Daerah (BPGD)",-,1
759,444.5,"Program Makanan Tambahn Anak Sekolah (PMT-AS)",-,1
760,445,"Rumah Sakit, Balai Kesehatan, PUSKESMAS, PUSKESMAS, Keliling, Poliklinik",-,1
761,446,"Tenaga Medis",-,1
762,448,"Pengobatan Tadisional",-,1
763,448.1,Pijat,-,1
764,448.2,"Tusuk Jarum",-,1
765,448.3,"Jamu Tradisional",-,1
766,448.4,"Dukun / Paranormal",-,1
767,450,AGAMA,-,1
768,451,Islam,-,1
769,451.1,Peribadatan,-,1
770,451.11,Sholat,-,1
771,451.12,"Zakat Fitrah",-,1
772,451.13,Puasa,-,1
773,451.14,MTQ,-,1
774,451.2,"Rumah Ibadah",-,1
775,451.3,"Tokoh Agama",-,1
776,451.4,Pendidikan,-,1
777,451.41,Tinggi,-,1
778,451.42,Menengah,-,1
779,451.43,Dasar,-,1
780,451.44,"Pondok Pesantren",-,1
781,451.45,"Gedung Sekolah",-,1
782,451.46,"Tenaga Pengajar",-,1
783,451.47,Buku,-,1
784,451.48,Dakwah,-,1
785,451.49,"Organisasi / Lembaga Pendidikan",-,1
786,451.5,"Harta Agama Wakaf, Baitulmal, dsb",-,1
787,451.6,Peradilan,-,1
788,451.7,"Organisasi Keagamaan Bukan Politik Majelis Ulama",-,1
789,451.8,Mazhab,-,1
790,452,Protestan,-,1
791,452.1,Peribadatan,-,1
792,452.2,"Rumah Ibadah",-,1
793,452.3,"Tokoh Agama, Rohaniawan, Pendeta, Domine",-,1
794,452.4,Mazhab,-,1
795,452.5,"Organisasi Gerejani",-,1
796,453,Katolik,-,1
797,453.1,Peribadatan,-,1
798,453.2,"Rumah Ibadah",-,1
799,453.3,"Tokoh Agama, Rohaniawan, Pendeta, Pastor",-,1
800,453.4,Mazhab,-,1
801,453.5,"Organisasi Gerejani",-,1
802,454,Hindu,-,1
803,454.1,Peribadatan,-,1
804,454.2,"Rumah Ibadah",-,1
805,454.3,"Tokoh Agama, Rohaniawan",-,1
806,454.4,Mazhab,-,1
807,454.5,"Organisasi Keagamaan",-,1
808,455,Budha,-,1
809,455.1,Peribadatan,-,1
810,455.2,"Rumah Ibadah",-,1
811,455.3,"Tokoh Agama, Rohaniawan",-,1
812,455.4,Mazhab,-,1
813,455.5,"Organisasi Keagamaan",-,1
814,456,"Urusan Haji",-,1
815,456.1,ONH,-,1
816,456.2,Manasik,-,1
817,457,-,-,1
818,458,-,-,1
819,458,-,-,1
820,460,SOSIAL,-,1
821,461,"Rehabilitasi Penderita Cacat",-,1
822,461.1,"Cacat Maat",-,1
823,461.2,"Cacat Tubuh",-,1
824,461.3,"Cacat Mental",-,1
825,461.4,Bisul/Tuli,-,1
826,462,"Tuna Sosial",-,1
827,462.1,Gelandangan,-,1
828,462.2,Pengemis,-,1
829,462.3,"Tuna Susila",-,1
830,462.4,"Anak Nakal",-,1
831,463,"Kesejahteraan Anak / Keluarga",-,1
832,463.1,"Anak Putus Sekolah",-,1
833,463.2,"Ibu Teladan",-,1
834,463.3,"Anak Asuh",-,1
835,464,"Pembinaan Pahlawan","Pahlawan Meliputi: Penghargaan Kepada Pahlawan,",1
836,464.1,"Tunjangan Kepada Pahlawan Dan Jandanya","Perintis Kemerdekaan Meliputi: Pembinaan, Penghargaan",1
837,464.2,"Dan Tunjangan Kepada Perintis",-,1
838,464.3,"Cacat Veteran",-,1
839,465,"Kesejahteraan Sosial",-,1
840,465.1,"Lanjut Usia",-,1
841,465.2,"Korban Kekacauan, Pengungsi, Repatriasi",-,1
842,466,"Sumbangan Sosial",-,1
843,466.1,"Korban Bencana",-,1
844,466.2,"Pencarian Dana Untuk Sumbangan",-,1
845,466.3,"Meliputi: Penyelenggaraan Undian, Ketangkasan, Bazar, dsb",-,1
846,466.4,"Panti Asuhan",-,1
847,466.5,"Panti Jompo",-,1
848,467," Bimbingan Sosial",-,1
849,467.1,"Masyarakat Suku Terasing Meliputi: Bimbingan, Pendidikan, Kesehatan, Pemukiman",-,1
850,468,PMI,-,1
851,469,Makam,-,1
852,469.1,Umum,-,1
853,469.2,"Pahlawan Meliputi: Penghargaan Kepada Pahlawan, Tunjangan Kpd Pahlawan Dan Jandanya",-,1
854,469.3,"Khusus Keluarga Raja",-,1
855,469.4,Krematorium,-,1
856,470,KEPENDUDUKAN,-,1
857,471,"Pendaftaran Penduduk",-,1
858,471.1,"Identitas Penduduk",-,1
859,471.11,Biodata,-,1
860,471.12,"Nomor Induk Kependudukan",-,1
861,471.13,"Kartu Tanda Penduduk",-,1
862,471.14,"Kartu Keluarga",-,1
863,471.15,"Advokasi Indentitas Penduduk",-,1
864,471.2,"Perpindahan Penduduk Dalam Wilayah Indonesia",-,1
865,471.21,"Perpindahan Penduduk WNI",-,1
866,471.22,"Perpindahan Penduduk WNA Dalam Wilayah Indonesia",-,1
867,471.23,"Perpindahan Penduduk WNA dan WNI Tinggal Sementara",-,1
868,471.24,"Daerah Terbelakan",-,1
869,471.25,"Bedol Desa",-,1
870,471.3,"Perpindahan Penduduk Antar Negara",-,1
871,471.31,"Penduduk Indonesia Ke Luar Negeri",-,1
872,471.32,"Orang Asing Tinggal Sementara",-,1
873,471.33,"Orang Asing Tinggal Tetap",-,1
874,471.34,"Perpindahan Penduduk Antar Negara Di Wilayah Pembatasan Antar Negara (Pelintas Batas Tradisional)",-,1
875,471.4,"Pendaftaran Pengungsi Dan Penduduk Rentan",-,1
876,471.41,"Akibat Bencana Alam",-,1
877,471.42,"Akibat Kerusuhan Sosial",-,1
878,471.43,"Pendaftaran Penduduk Daerah Terbelakang",-,1
879,471.44,"Pendaftaran Penduduk Rentan",-,1
880,472,"Pencatatan Sipil",-,1
881,472.1,"Kelahiran, Kematian Dan Advokasi",-,1
882,472.11,Kelahiran,-,1
883,472.12,Kematian,-,1
884,472.13,"Advokasi Kelahiran Dan Kematian",-,1
885,472.2,"Perkawinan, Peceraian Dan Advokasi",-,1
886,472.3,"Perkawinan Agama Islam",-,1
887,472.4,"Perkawinan Agama Non Islam",-,1
888,472.5,"Perceraian Agama Islam",-,1
889,472.6,"Perceraian Agama Non Islam",-,1
890,472.7,"Advokasi Perkawinan Dan Perceraian",-,1
891,472.3,"Pengangkatan, Pengakuan, Dan Pengesahan Anak Serta Perubahan Dan Pembatalan Akta Dan Advokasi Pengangkatan Anak",-,1
892,472.31,"Pengangkatan Anak",-,1
893,472.32,"Pengakuan Anak",-,1
894,472.33,"Pengesahan Anak",-,1
895,472.34,"Perubahan Anak",-,1
896,472.35,"Pembatalan Anak",-,1
897,472.36,"Advokasi Pengurusan Pengangkatan, Pengakuan Dan Pengesahan Anak Serta Perubahan Dan Pembatalan Akta",-,1
898,472.4,"Pencatatan Kewarganegaraan",-,1
899,472.41,"Akibat Perkawinan",-,1
900,472.42,"Akibat Kelahiran",-,1
901,472.43,"Non Perkawinan",-,1
902,472.44,"Non Kelahiran",-,1
903,472.45,"Perubahan WNI ke WNA",-,1
904,473,"Informasi Kependudukan",-,1
905,473.1,"Teknologi Informasi",-,1
906,473.11,"Perangkat Keras",-,1
907,473.12,"Perangkat Lunak",-,1
908,473.13,"Jaringan Komunikasi Data",-,1
909,473.2,"Kelembagaan Dan Sumber Daya Informasi",-,1
910,473.21,"Daerah Maju",-,1
911,473.22,"Daerah Berkembang",-,1
912,473.23,"Daerah Terbelakang",-,1
913,473.3,"Pengolahan Data Kependudukan",-,1
914,473.31,"Pendaftaran Penduduk",-,1
915,473.32,"Kejadian Vital Penduduk",-,1
916,473.33,"Penduduk Non Registrasi",-,1
917,473.4,"Pelayanan Informasi Kependudukan",-,1
918,473.41,"Media Elektronik",-,1
919,473.42,"Media Cetak",-,1
920,473.43,Outlet,-,1
921,474,"Perkembangan Penduduk",-,1
922,474.1,"Pengarahan Kuantitas Penduduk",-,1
923,474.11,"Struktur Jumlah",-,1
924,474.12,Komposisi,-,1
925,474.13,Fertilitas,-,1
926,474.14,"Kesehatan Reproduksi",-,1
927,474.15,"Morbiditas Penduduk",-,1
928,474.16,"Mortalitas Penduduk",-,1
929,474.2,"Pengembangan Kuantitas Penduduk",-,1
930,474.21,"Anak dan Remaja",-,1
931,474.22,"Penduduk Usia Produktif",-,1
932,474.23,"Penduduk Lanjut Usia",-,1
933,474.24,Gender,-,1
934,474.3,"Penataan Persebaran Penduduk",-,1
935,474.31,"Migrasi Antar Wilayah",-,1
936,474.32,"Migrasi Internasional",-,1
937,474.33,Urbanisasi,-,1
938,474.34,Sementara,-,1
939,474.35,"Migrasi Non Permanen",-,1
940,474.4,"Perlindungan Pemberdayaan Penduduk",-,1
941,474.41,"Pengembangan Sistem Pelindungan Penduduk",-,1
942,474.42,"Pelayanan Kelembagaan Ekonomi",-,1
943,474.43,"Pelayanan Kelembagaan Sosial Budaya",-,1
944,474.44,"Partisipasi Masyarakat",-,1
945,474.5,"Pengembangan Wawasan Kependudukan",-,1
946,474.51,"Pendidikan Jalur Sekolah",-,1
947,474.52,"Pendidikan Jalur Luar Sekolah",-,1
948,474.53,"Pendidikan Jalur Masyarakat",-,1
949,474.54,"Pembangunan Berwawasan Kependudukan",-,1
950,475,"Proyeksi Dan Penyerasian Kebijakan Kependudukan",-,1
951,475.1,"Indikator Kependudukan",-,1
952,475.11,"Perumusan Penetapan Dan Pengembangan Indikator Kependudukan",-,1
953,475.12,"Pemanfaatan Indikator Kependudukan",-,1
954,475.13,"Sosialisasi Indikator Kependudukan",-,1
955,475.2,"Proyeksi Kependudukan",-,1
956,475.21,"Penyusunan Dan Pengembangan Proyeksi Kependudukan",-,1
957,475.22,"Pemanfaatan Proyeksi Kependudukan",-,1
958,475.3,"Analisis Dampak Kependudukan",-,1
959,475.31,"Penyusunan Dan Pengembangan",-,1
960,475.32,"Pemanfaatan Analisis Dampak Kependudukan",-,1
961,475.4,"Penyerasian Kebijakan Lembaga Non Pemerintah",-,1
962,475.41,"Lembaga Internasioanal",-,1
963,475.42,"Lembaga Masyarakat Dan Nirlaba",-,1
964,475.43,"Lembaga Usaha Swasta",-,1
965,475.5,"Penyerasian Kebijakan Lembaga Pemerintah",-,1
966,475.51,"Lembaga Pemerintah",-,1
967,475.52,"Pemerintah Provinsidan Kota",-,1
968,475.53,"Pemerintah Kabupaten",-,1
969,475.6,Analisis,-,1
970,476,Monitoring,-,1
971,477,Evaluasi,-,1
972,478,Dokumentasi,-,1
973,479,-,-,1
974,480,"MEDIA MASSA",-,1
975,481,Penerbitan,-,1
976,481.1,"Surat Kabar",-,1
977,481.2,Majalah,-,1
978,481.3,Buku,-,1
979,481.4,Penerjemahan,-,1
980,482,Radio,-,1
981,482.1,RRI,-,1
982,482.11,"Siaran Pedesaan Jgn Diklasifikasikan Disini",-,1
983,482.2,"Non RRI",-,1
984,482.3,"Luar Negeri",-,1
985,483,Televisi,-,1
986,484,Film,-,1
987,485,Pers,-,1
988,485.1,Kewartawanan,-,1
989,485.2,Wawancara,-,1
990,485.3,"Informasi Nasional",-,1
991,486,Grafika,-,1
992,487,Penerangan,-,1
993,487.1,"Pameran Non Komersil",-,1
994,488,"Operation Room",-,1
995,489,"Hubungan Masyarakat",-,1
996,490,"Pengaduan Masyarakat",-,1
997,491,-,-,1
998,492,-,-,1
999,500,PEREKONOMIAN,-,1
1000,500.1,"Dewan Stabilisasi",-,1
1001,501,"Pengadaan Pangan",-,1
1002,502,"Pengadaan Sandang Perizinan Pada Umumnya Untuk Perizinan Suatu Bidang,",-,1
1003,503,"Kalsifikasikan Masalahnya",-,1
1004,504,-,-,1
1005,505,-,-,1
1006,506,-,-,1
1007,510,PERDAGANGAN,"Klasifikasikan Disini: Tata Niaga",1
1008,510.1,"Promosi Perdagangan",-,1
1009,510.11,"Pekan Raya",-,1
1010,510.12,Iklan,-,1
1011,510.13,"Pameran Non Komersil",-,1
1012,510.2,Pelelangan,-,1
1013,510.3,Tera,-,1
1014,511,Pemasaran,-,1
1015,511.1,"Sembilan Bahan Pokok, Tambahkan Kode Wilayah : Beras, Garam, Tanah, Minyak Goreng",-,1
1016,511.2,Pasar,-,1
1017,511.3,"Pertokoan, Kaki Lima, Kios",-,1
1018,512,Ekspor,-,1
1019,513,Impor,-,1
1020,514,"Perdagangan Antar Pulau",-,1
1021,515,"Perdagangan Luar Negeri",-,1
1022,516,Pergudangan,-,1
1023,517,"Aneka Usaha Perdagangan",-,1
1024,518,"Koperasi untuk BUUD, KUD lihat ( 412.31-412.32)",-,1
1025,519,-,-,1
1026,520,PERTANIAN,-,1
1027,521,"Tanaman Pangan",-,1
1028,521.1,Program,-,1
1029,521.11,"Bimas / Inmas Termasuk Kredit",-,1
1030,521.12,Penyuluhan,-,1
1031,521.2,Produksi,-,1
1032,521.21,"Padi / Panen",-,1
1033,521.22,Palawija,-,1
1034,521.23,Jagung,-,1
1035,521.24,"Ketela Pohon / Ubi-Ubian",-,1
1036,521.25,Hortikultura,-,1
1037,521.26,"Sayuran / Buah-Buahan",-,1
1038,521.27,"Tanaman Hias",-,1
1039,521.28,"Pembudidayaan Rumput Laut",-,1
1040,521.3,"Saran Usaha Pertanian",-,1
1041,521.31,"Peralatan Meliputi: Traktor Dan Peralatan Lainya",-,1
1042,521.32,Pembibitan,-,1
1043,521.33,Pupuk,-,1
1044,521.4,"Perlindungan Tanaman",-,1
1045,521.41,"Penyakit, Penyakit Daun, Penyakit Batang Hama, Serangga, Wereng, Walang Sangit, Tungru, Tikus Dan Sejenisnya",-,1
1046,521.42,"Pemberantasan Hama Meliputi: Penyemprotan, Penyiangan, Geropyokan, Sparayer,",-,1
1047,521.43,"Pemberantasan Melalui Udara",-,1
1048,521.44,Pestisida,-,1
1049,521.5,"Tanah Pertanian Pangan",-,1
1050,521.51,Persawahan,-,1
1051,521.52,Perladangan,-,1
1052,521.53,Kebun,-,1
1053,521.54,"Rumpun Ikan Laut",-,1
1054,521.55,"KTA/Lahan Kritis",-,1
1055,521.6,"Pengusaha Petani",-,1
1056,521.7,"Bina Usaha",-,1
1057,521.71,"Pasca Panen",-,1
1058,521.72,"Pemasaran Hasil",-,1
1059,522,Kehutanan,-,1
1060,522.1,Program,-,1
1061,522.11,"Hak Pengusahaan Hutan",-,1
1062,522.12,"Tata Guna Hutan",-,1
1063,522.13,"Perpetaan Hutan",-,1
1064,522.14,Tumpangsari,-,1
1065,522.2,Produksi,-,1
1066,522.21,Kayu,-,1
1067,522.22,"Non Kayu",-,1
1068,522.3,"Sarana  Usaha  Kehutanan",-,1
1069,522.4,"Penghijauan, Reboisasi",-,1
1070,522.5,Kelestarian,-,1
1071,522.51,"Cagar Alam, Marga Satwa, Suaka Marga Satwa",-,1
1072,522.52,"Berburu Meliputi Larangan Dan Ijin Berburu",-,1
1073,522.53,"Kebun Binatang",-,1
1074,522.54,"Konservasi Lahan",-,1
1075,522.6,Penyakit/Hama,-,1
1076,522.7,"Jenis-jenis Hutan",-,1
1077,522.71,"Hutan Hidup",-,1
1078,522.72,"Hutan Wisata",-,1
1079,522.73,"Hutan Produksi",-,1
1080,522.74,"Hutan Lindung",-,1
1081,523,Perikanan,-,1
1082,523.1,Program,-,1
1083,523.11,Penyuluhan,-,1
1084,523.12,Teknologi,-,1
1085,523.2,Produksi,-,1
1086,523.21,Pelelangan,-,1
1087,523.3,"Usaha Perikanan",-,1
1088,523.31,Pembibitan,-,1
1089,523.32,"Daerah Penagkapan",-,1
1090,523.33,"Pertambakan Meliputi: ( Tambak Ikan Air Deras, Tambak Udang dll )",-,1
1091,523.34,"Jaring Terapung",-,1
1092,523.4,Sarana,-,1
1093,523.41,Peralatan,-,1
1094,523.42,Kapal,-,1
1095,523.43,Pelabuhan,-,1
1096,523.5,Pengusaha,-,1
1097,523.6,Nelayan,-,1
1098,524,Peternakan,-,1
1099,524.1,Produksi,-,1
1100,524.11,"Susu Ternak Rakyat",-,1
1101,524.12,Telur,-,1
1102,524.13,Daging,-,1
1103,524.14,Kulit,-,1
1104,524.2,"Sarana Usaha Ternak",-,1
1105,524.21,Pembibitan,-,1
1106,524.22,"Kandang Ternak",-,1
1107,524.3,"Kesehatan Hewan",-,1
1108,524.31,"Penyakit Hewan",-,1
1109,524.32,"Pos Kesehatan Hewan",-,1
1110,524.33,"Tesi Pullorum",-,1
1111,524.34,Karantina,-,1
1112,524.35,"Pemberantasan Penyakit Hewan Termasuk Usaha Pencegahannya",-,1
1113,524.4,Perunggasan,-,1
1114,524.5,"Pengembangan Ternak",-,1
1115,524.51,"Inseminasi Buatan",-,1
1116,524.52,"Pembibitan / Bibit Unggul",-,1
1117,524.53,"Penyebaran Ternak",-,1
1118,524.6,"Makanan Ternak",-,1
1119,524.7,"Tempat Pemotongan Hewan",-,1
1120,524.8,"Data Peternakan",-,1
1121,525,Perkebunan,-,1
1122,525.1,Program,-,1
1123,525.2,Produksi,-,1
1124,525.21,Karet,-,1
1125,525.22,The,-,1
1126,525.23,Tembakau,-,1
1127,525.24,Tebu,-,1
1128,525.25,Cengkeh,-,1
1129,525.26,Kopra,-,1
1130,525.27,Kopi,-,1
1131,525.28,Coklat,-,1
1132,525.29,"Aneka Tanaman",-,1
1133,526,-,-,1
1134,527,-,-,1
1135,528,-,-,1
1136,530,PERINDUSTRIAN,-,1
1137,530.08,"Undang-Undang Gangguan",-,1
1138,531,"Industri Logam",-,1
1139,532,"Industri Mesin/Elektronik",-,1
1140,533,"Industri Kimia/Farmasi",-,1
1141,534,"Industri Tekstil",-,1
1142,535,"Industri Makanan / Minuman",-,1
1143,536,"Aneka Industri / Perusahaan",-,1
1144,537,"Aneka Kerajinan",-,1
1145,538,"Usaha Negara / BUMN",-,1
1146,538.1,Perjan,-,1
1147,538.2,Perum,-,1
1148,538.3,"Persero / PT, CV",-,1
1149,539,"Perusahaan Daerah / BUMD/BULD",-,1
1150,540,"PERTAMBANGAN / KESAMUDRAAN",-,1
1151,541,"Minyak Bumi / Bensin",-,1
1152,541.1,Pengusahaan,-,1
1153,542,"Gas bumi",-,1
1154,542.1,"Eksploitasi / Pengeboran",-,1
1155,542.11,"Kontrak Kerja",-,1
1156,542.2,"Penogolahan,","Meliputi :Tangki, Pompa, Tanker",1
1157,543,"Aneka Tambang",-,1
1158,543.1,Timah,-,1
1159,543.2,"Alumunium, Boxit",-,1
1160,543.3,"Besi Termasuk Besi Tua",-,1
1161,543.4,Tembaga,-,1
1162,543.5,"Batu Bara",-,1
1163,544,"Logam Mulia,Emas,Intan,Perak",-,1
1164,545,Logam,-,1
1165,546,Geologi,-,1
1166,546.1,Vulkanologi,-,1
1167,546.11,"Pengawasan Gunung Berapi",-,1
1168,546.2,"Sumur Artesis, Air Bawah Tanah",-,1
1169,547,Hidrologi,-,1
1170,548,Kesamudraan,-,1
1171,549,"Pesisir Pantai",-,1
1172,550,PERHUBUNGAN,-,1
1173,551,"Perhubungan Darat",-,1
1174,551.1,"Lalu Lintas Jalan Raya, Sungai, Danau",-,1
