KdPosting,Tahun,Kd_Desa,Kd_Keg,Kd_Rincian,Kd_SubRinci,No_Urut,Uraian,SumberDana,JmlSatuan,HrgSatuan,Satuan,Anggaran,JmlSatuanPAK,HrgSatuanPAK,AnggaranStlhPAK,AnggaranPAK
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.03.","01","08","Pasir Pasang","DDS",2.9000000000000000e+01,2.0000000000000000e+05,"m3",5.8000000000000000e+06,2.9000000000000000e+01,2.0000000000000000e+05,5.8000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.03.","01","09","Batu Belah","DDS",5.8000000000000000e+01,2.5560000000000000e+05,"m3",1.4824800000000000e+07,5.8000000000000000e+01,2.5560000000000000e+05,1.4824800000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.02.03.","5.2.1.09.","01","01","Kaos Peserta","PBH",5.0000000000000000e+01,8.5000000000000000e+04,"pcs",4.2500000000000000e+06,5.0000000000000000e+01,8.5000000000000000e+04,4.2500000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.06.","5.2.1.01.","01","03","Map","PBH",2.0000000000000000e+01,2.5000000000000000e+03,"Buah",5.0000000000000000e+04,2.0000000000000000e+01,2.5000000000000000e+03,5.0000000000000000e+04,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.06.","5.2.1.01.","01","04","Flashdisk","PBH",1.0000000000000000e+00,1.3400000000000000e+05,"Buah",1.3400000000000000e+05,1.0000000000000000e+00,1.3400000000000000e+05,1.3400000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.06.","5.2.1.09.","01","01","Pakaian Seragam BPD","PBH",7.0000000000000000e+00,2.3500000000000000e+05,"Stel",1.6450000000000000e+06,7.0000000000000000e+00,2.3500000000000000e+05,1.6450000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.06.","5.2.1.01.","01","05","Ballpoint","PBH",6.0000000000000000e+00,2.8500000000000000e+04,"Pak",1.7100000000000000e+05,6.0000000000000000e+00,2.8500000000000000e+04,1.7100000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.04.03.","5.2.1.01.","01","02","Spidol","PBH",1.0000000000000000e+00,7.6000000000000000e+04,"Pack",7.6000000000000000e+04,1.0000000000000000e+00,7.6000000000000000e+04,7.6000000000000000e+04,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.04.03.","5.2.1.01.","01","03","Ballpoint","PBH",4.0000000000000000e+00,4.0000000000000000e+04,"Pack",1.6000000000000000e+05,4.0000000000000000e+00,4.0000000000000000e+04,1.6000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.04.03.","5.2.1.01.","01","04","Pensil","PBH",3.0000000000000000e+00,4.0000000000000000e+04,"Pack",1.2000000000000000e+05,3.0000000000000000e+00,4.0000000000000000e+04,1.2000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.04.03.","5.2.1.01.","01","05","Penghapus","PBH",2.0000000000000000e+00,2.2000000000000000e+04,"Pack",4.4000000000000000e+04,2.0000000000000000e+00,2.2000000000000000e+04,4.4000000000000000e+04,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.04.03.","5.2.1.09.","01","01","Seragam TP PKK Desa","PBH",2.0000000000000000e+01,3.0000000000000000e+05,"Stel",6.0000000000000000e+06,2.0000000000000000e+01,3.0000000000000000e+05,6.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.02.09.","5.2.1.09.","01","01","Seragam Petugas Posyandu","PBH",4.0000000000000000e+01,3.0000000000000000e+05,"Stel",1.2000000000000000e+07,4.0000000000000000e+01,3.0000000000000000e+05,1.2000000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.02.99.","5.2.4.02.","01","01","Tenda dan Soundsystem","PAD",4.0000000000000000e+00,1.5000000000000000e+06,"Paket",6.0000000000000000e+06,4.0000000000000000e+00,1.5000000000000000e+06,6.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.02.99.","5.2.7.04.","01","01","Santunan Anak Yatim","PAD",5.0000000000000000e+01,8.0000000000000000e+04,"Ob",4.0000000000000000e+06,5.0000000000000000e+01,8.0000000000000000e+04,4.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.03.06.","5.2.2.99.","01","01","Honorarium Ketua (1 Org)","PBH",1.0000000000000000e+00,5.5000000000000000e+05,"Ob",5.5000000000000000e+05,1.0000000000000000e+00,5.5000000000000000e+05,5.5000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.03.06.","5.2.2.99.","01","02","Honorarium Wakil Ketua (1 Org)","PBH",1.0000000000000000e+00,4.5000000000000000e+05,"Ob",4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.03.06.","5.2.2.99.","01","03","Honorarium Sekretaris (1 Org)","PBH",1.0000000000000000e+00,4.0000000000000000e+05,"Ob",4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.03.06.","5.2.2.99.","01","04","Honorarium Anggota (7 Org)","PBH",7.0000000000000000e+00,3.0000000000000000e+05,"Ob",2.1000000000000000e+06,7.0000000000000000e+00,3.0000000000000000e+05,2.1000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","01","Air Conditioner","PBH",1.0000000000000000e+00,3.0000000000000000e+06,"Unit",3.0000000000000000e+06,1.0000000000000000e+00,3.0000000000000000e+06,3.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.01.","01","08","Tip-Ex","PBH",1.2000000000000000e+01,7.5000000000000000e+03,"Buah",9.0000000000000000e+04,1.2000000000000000e+01,7.5000000000000000e+03,9.0000000000000000e+04,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.01.","01","09","Hecter","PBH",1.0000000000000000e+01,1.5000000000000000e+04,"Buah",1.5000000000000000e+05,1.0000000000000000e+01,1.5000000000000000e+04,1.5000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.01.","01","10","Isi Hecter","PBH",1.0000000000000000e+00,3.8332000000000000e+04,"pak",3.8332000000000000e+04,1.0000000000000000e+00,3.8332000000000000e+04,3.8332000000000000e+04,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","01","Seragam CV","PBH",1.1000000000000000e+01,4.5000000000000000e+05,"Stel",4.9500000000000000e+06,1.1000000000000000e+01,4.5000000000000000e+05,4.9500000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.02.03.","5.2.1.91.","01","01","Transport Peserta","PBH",5.0000000000000000e+01,7.0000000000000000e+04,"Orang",3.5000000000000000e+06,5.0000000000000000e+01,7.0000000000000000e+04,3.5000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.02.03.","5.2.4.03.","01","01","Kendaraan Roda Empat","PBH",4.0000000000000000e+00,2.5000000000000000e+05,"Unit",1.0000000000000000e+06,4.0000000000000000e+00,2.5000000000000000e+05,1.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.02.03.","5.2.7.01.","01","01","Awug untuk peserta","PBH",5.0000000000000000e+01,7.5000000000000000e+04,"buah",3.7500000000000000e+06,5.0000000000000000e+01,7.5000000000000000e+04,3.7500000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","03","Televisi LED 45 Inc","PBH",1.0000000000000000e+00,5.0000000000000000e+06,"Unit",5.0000000000000000e+06,1.0000000000000000e+00,5.0000000000000000e+06,5.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.03.","01","01","Projector","PBH",1.0000000000000000e+00,7.0000000000000000e+06,"Unit",7.0000000000000000e+06,1.0000000000000000e+00,7.0000000000000000e+06,7.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.03.","01","02","Notebook/Laptop","PBH",7.0000000000000000e+00,6.5000000000000000e+06,"Unit",4.5500000000000000e+07,7.0000000000000000e+00,6.5000000000000000e+06,4.5500000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.03.","01","03","Komputer PC","PBH",1.0000000000000000e+00,1.0527998000000000e+07,"Unit",1.0527998000000000e+07,1.0000000000000000e+00,1.0527998000000000e+07,1.0527998000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.03.","01","04","Printer","PBH",2.0000000000000000e+00,3.0000000000000000e+06,"Unit",6.0000000000000000e+06,2.0000000000000000e+00,3.0000000000000000e+06,6.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.04.","01","01","Kursi Sofa","PBH",4.0000000000000000e+00,2.5000000000000000e+06,"Unit",1.0000000000000000e+07,4.0000000000000000e+00,2.5000000000000000e+06,1.0000000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.04.","01","02","Kursi Kerja","PBH",2.0000000000000000e+01,3.0000000000000000e+05,"Unit",6.0000000000000000e+06,2.0000000000000000e+01,3.0000000000000000e+05,6.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.04.","01","03","Kursi Rapat (Plastik)","PBH",1.0000000000000000e+02,8.0000000000000000e+04,"unit",8.0000000000000000e+06,1.0000000000000000e+02,8.0000000000000000e+04,8.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.04.","01","04","Meja Panjang Seminar ","PBH",2.0000000000000000e+00,3.5000000000000000e+06,"Unit",7.0000000000000000e+06,2.0000000000000000e+00,3.5000000000000000e+06,7.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.02.","01","01","Tukang (1 Org x 5 Hari)","PBH",5.0000000000000000e+00,1.2000000000000000e+05,"HOK",6.0000000000000000e+05,5.0000000000000000e+00,1.2000000000000000e+05,6.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.02.","01","02","Pekerja (2 Org x 5 Hari)","PBH",1.0000000000000000e+01,1.0000000000000000e+05,"HOK",1.0000000000000000e+06,1.0000000000000000e+01,1.0000000000000000e+05,1.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.01.","01","01","Ketu Tim TPK (1 Org)","PBH",1.0000000000000000e+00,2.0000000000000000e+05,"Ob",2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.01.","01","02","Sekretaris Tim TPK (1 org)","PBH",1.0000000000000000e+00,1.5000000000000000e+05,"Ob",1.5000000000000000e+05,1.0000000000000000e+00,1.5000000000000000e+05,1.5000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.01.","01","03","Anggota Tim TPK (1 org)","PBH",1.0000000000000000e+00,1.0000000000000000e+05,"Ob",1.0000000000000000e+05,1.0000000000000000e+00,1.0000000000000000e+05,1.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","01","Main Truss C 75/0,75","PBH",6.9000000000000000e+01,8.5000000000000000e+04,"Batang",5.8650000000000000e+06,6.9000000000000000e+01,8.5000000000000000e+04,5.8650000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","02","Roof Bottom/Reng 33/0,45","PBH",3.1000000000000000e+01,3.5000000000000000e+04,"Meter",1.0850000000000000e+06,3.1000000000000000e+01,3.5000000000000000e+04,1.0850000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","03","Screww Drilling (Truss) dia. 6","PBH",1.0000000000000000e+00,3.0000000000000000e+05,"Dus",3.0000000000000000e+05,1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","04","Screww Drilling (Root Batten) Dia. 4","PBH",1.0000000000000000e+00,3.0000000000000000e+05,"Dus",3.0000000000000000e+05,1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","05","Dinabolt Dia 12","PBH",3.4000000000000000e+01,5.0000000000000000e+03,"Butir",1.7000000000000000e+05,3.4000000000000000e+01,5.0000000000000000e+03,1.7000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","06","Genteng Metal Roof","PBH",7.2000000000000000e+01,4.0000000000000000e+04,"Lembar",2.8800000000000000e+06,7.2000000000000000e+01,4.0000000000000000e+04,2.8800000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","07","Paku Skrup","PBH",1.0000000000000000e+00,3.0000000000000000e+05,"Dus",3.0000000000000000e+05,1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","08","Pving Block","PBH",6.0000000000000000e+01,8.0000000000000000e+04,"m2",4.8000000000000000e+06,6.0000000000000000e+01,8.0000000000000000e+04,4.8000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","09","Pasir Urug","PBH",2.0000000000000000e+00,1.5000000000000000e+05,"m3",3.0000000000000000e+05,2.0000000000000000e+00,1.5000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","02","Seragam Batik","PBH",1.1000000000000000e+01,2.5000000000000000e+05,"Stel",2.7500000000000000e+06,1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","03","Seragam Pangsi (Daerah)","PBH",1.1000000000000000e+01,2.5000000000000000e+05,"Stel",2.7500000000000000e+06,1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","04","Seragam Rt Rw","PBH",3.9000000000000000e+01,2.0000000000000000e+05,"Stel",7.8000000000000000e+06,3.9000000000000000e+01,2.0000000000000000e+05,7.8000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","05","Pakaian Olah Raga (Training)","PBH",1.1000000000000000e+01,2.5000000000000000e+05,"Stel",2.7500000000000000e+06,1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","06","Seragam Hansip","PBH",1.5000000000000000e+01,8.0000000000000000e+05,"Stel",1.2000000000000000e+07,1.5000000000000000e+01,8.0000000000000000e+05,1.2000000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.01.04.","5.2.5.01.","01","01","Belanja Tagihan Listrik","PBH",1.2000000000000000e+01,3.5000000000000000e+05,"Bulan",4.2000000000000000e+06,1.2000000000000000e+01,3.5000000000000000e+05,4.2000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.03.04.03.","5.2.1.09.","01","02","Training","PBH",2.0000000000000000e+01,2.5000000000000000e+05,"Stel",5.0000000000000000e+06,2.0000000000000000e+01,2.5000000000000000e+05,5.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.02.09.","5.2.1.09.","01","02","Traning","PBH",4.0000000000000000e+01,2.5000000000000000e+05,"Stel",1.0000000000000000e+07,4.0000000000000000e+01,2.5000000000000000e+05,1.0000000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","04","Sound System Ruangan","PBH",1.0000000000000000e+00,1.5000000000000000e+07,"Paket",1.5000000000000000e+07,1.0000000000000000e+00,1.5000000000000000e+07,1.5000000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","05","Kipas Angin Air Cooler","PBH",4.0000000000000000e+00,5.0000000000000000e+06,"Unit",2.0000000000000000e+07,4.0000000000000000e+00,5.0000000000000000e+06,2.0000000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","06","Dispenser Galon Bawah","PBH",1.0000000000000000e+00,3.0000000000000000e+06,"Unit",3.0000000000000000e+06,1.0000000000000000e+00,3.0000000000000000e+06,3.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.02.","01","01","Tukang (5 org X 15 hari)","DDS",7.5000000000000000e+01,1.2000000000000000e+05,"hok",9.0000000000000000e+06,7.5000000000000000e+01,1.2000000000000000e+05,9.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.02.","01","02","Pekerja (10 org X 15 hari)","DDS",1.5000000000000000e+02,1.0000000000000000e+05,"hok",1.5000000000000000e+07,1.5000000000000000e+02,1.0000000000000000e+05,1.5000000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","01","Ketua TPK (1 org X 1 Bulan)","DDS",1.0000000000000000e+00,2.5000000000000000e+05,"ob",2.5000000000000000e+05,1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","02","Sekretaris TPK (1 org X 1 Bulan)","DDS",1.0000000000000000e+00,2.0000000000000000e+05,"ob",2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","03","Anggota TPK (1 org X 1 Bulan)","DDS",1.0000000000000000e+00,2.0000000000000000e+05,"ob",2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","04","Ketua Pengawas (1 org X 1 Bulan)","DDS",1.0000000000000000e+00,2.5000000000000000e+05,"ob",2.5000000000000000e+05,1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","05","Sekretaris Pengawas (1 org X 1 Bulan)","DDS",1.0000000000000000e+00,2.0000000000000000e+05,"ob",2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","06","Anggota Pengawas (1 org X 1 Bulan)","DDS",1.0000000000000000e+00,2.0000000000000000e+05,"ob",2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","07","Tim Verifikasi","DDS",1.0000000000000000e+00,3.0000000000000000e+05,"Paket",3.0000000000000000e+05,1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.03.","01","10","Pemberesan Bekas Pekerjaan","DDS",1.0000000000000000e+00,5.0000000000000000e+05,"Ls",5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.03.","01","11","Pek Pembuatan Tugu Prasasti","DDS",1.0000000000000000e+00,3.5000000000000000e+05,"paket",3.5000000000000000e+05,1.0000000000000000e+00,3.5000000000000000e+05,3.5000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.01.","01","16","Cetak Laporan","DDS",3.0000000000000000e+00,1.7000000000000000e+05,"paket",5.1000000000000000e+05,3.0000000000000000e+00,1.7000000000000000e+05,5.1000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.04.","01","01","Sewa Alat Kerja Roda (1 unit X 15 hari)","DDS",1.5000000000000000e+01,3.5000000000000000e+04,"huk",5.2500000000000000e+05,1.5000000000000000e+01,3.5000000000000000e+04,5.2500000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.14.","5.3.5.04.","01","02","Jasa Angkut Material","DDS",1.5000000000000000e+01,1.0000000000000000e+05,"hari",1.5000000000000000e+06,1.5000000000000000e+01,1.0000000000000000e+05,1.5000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.04.03.03.","5.2.2.01.","01","01","Ketua Pelaksana","DDS",1.0000000000000000e+00,2.5000000000000000e+05,"ob",2.5000000000000000e+05,1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","01","Ketua Posyandu Mawar 1 (1 org X 1 bln)","DDS",1.0000000000000000e+00,5.0000000000000000e+05,"ob",5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.04.03.03.","5.2.2.04.","01","01","Narasumber","DDS",4.0000000000000000e+00,5.0000000000000000e+05,"Ls",2.0000000000000000e+06,4.0000000000000000e+00,5.0000000000000000e+05,2.0000000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.04.03.03.","5.2.1.09.","01","01","Kaos","DDS",7.0000000000000000e+00,1.5000000000000000e+05,"buah",1.0500000000000000e+06,7.0000000000000000e+00,1.5000000000000000e+05,1.0500000000000000e+06,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.01.","01","17","Papan Nama Kegiatan","DDS",3.0000000000000000e+00,2.4900000000000000e+05,"paket",7.4700000000000000e+05,3.0000000000000000e+00,2.4900000000000000e+05,7.4700000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.01.","01","18","Dokumentasi Kegiatan","DDS",3.0000000000000000e+00,1.9070000000000000e+05,"paket",5.7210000000000000e+05,3.0000000000000000e+00,1.9070000000000000e+05,5.7210000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","01","Ember","DDS",3.9000000000000000e+01,1.5000000000000000e+04,"buah",5.8500000000000000e+05,3.9000000000000000e+01,1.5000000000000000e+04,5.8500000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","02","Pengki","DDS",2.6000000000000000e+01,1.6000000000000000e+04,"buah",4.1600000000000000e+05,2.6000000000000000e+01,1.6000000000000000e+04,4.1600000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","03","Cangkul","DDS",6.0000000000000000e+00,8.0000000000000000e+04,"unit",4.8000000000000000e+05,6.0000000000000000e+00,8.0000000000000000e+04,4.8000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","04","Sengkup","DDS",6.0000000000000000e+00,9.0000000000000000e+04,"unit",5.4000000000000000e+05,6.0000000000000000e+00,9.0000000000000000e+04,5.4000000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","05","Kaso","DDS",2.6000000000000000e+01,1.8000000000000000e+04,"batang",4.6800000000000000e+05,2.6000000000000000e+01,1.8000000000000000e+04,4.6800000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","06","Benang","DDS",3.7000000000000000e+01,5.0000000000000000e+03,"rol",1.8500000000000000e+05,3.7000000000000000e+01,5.0000000000000000e+03,1.8500000000000000e+05,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","07","Semen Portland","DDS",4.4070000000000000e+03,5.0000000000000000e+04,"zak",2.2035000000000000e+08,4.4070000000000000e+03,5.0000000000000000e+04,2.2035000000000000e+08,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","08","Pasir Beton","DDS",2.3900000000000000e+02,2.6000000000000000e+05,"m3",6.2140000000000000e+07,2.3900000000000000e+02,2.6000000000000000e+05,6.2140000000000000e+07,0.0000000000000000e+00
"2","2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","09","Koral Beton","DDS",3.6900000000000000e+02,2.6000000000000000e+05,"m3",9.5940000000000000e+07,3.6900000000000000e+02,2.6000000000000000e+05,9.5940000000000000e+07,0.0000000000000000e+00
