Tahun,Kd_Desa,Kd_Keg,Kd_Rincian,Kd_SubRinci,No_Urut,SumberDana,Uraian,Satuan,JmlSatuan,HrgSatuan,Anggaran,JmlSatuanPAK,HrgSatuanPAK,AnggaranStlhPAK,AnggaranPAK,Kode_SBU
"2019","12.2009.","12.2009.02.03.14.","5.3.5.03.","01","08","DDS","Pasir Pasang","m3",2.9000000000000000e+01,2.0000000000000000e+05,5.8000000000000000e+06,2.9000000000000000e+01,2.0000000000000000e+05,5.8000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.03.","01","09","DDS","Batu Belah","m3",5.8000000000000000e+01,2.5560000000000000e+05,1.4824800000000000e+07,5.8000000000000000e+01,2.5560000000000000e+05,1.4824800000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.02.03.","5.2.1.09.","01","01","PBH","Kaos Peserta","pcs",5.0000000000000000e+01,8.5000000000000000e+04,4.2500000000000000e+06,5.0000000000000000e+01,8.5000000000000000e+04,4.2500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.06.","5.2.1.01.","01","03","PBH","Map","Buah",2.0000000000000000e+01,2.5000000000000000e+03,5.0000000000000000e+04,2.0000000000000000e+01,2.5000000000000000e+03,5.0000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.06.","5.2.1.01.","01","04","PBH","Flashdisk","Buah",1.0000000000000000e+00,1.3400000000000000e+05,1.3400000000000000e+05,1.0000000000000000e+00,1.3400000000000000e+05,1.3400000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.06.","5.2.1.09.","01","01","PBH","Pakaian Seragam BPD","Stel",7.0000000000000000e+00,2.3500000000000000e+05,1.6450000000000000e+06,7.0000000000000000e+00,2.3500000000000000e+05,1.6450000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.06.","5.2.1.01.","01","05","PBH","Ballpoint","Pak",6.0000000000000000e+00,2.8500000000000000e+04,1.7100000000000000e+05,6.0000000000000000e+00,2.8500000000000000e+04,1.7100000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.04.03.","5.2.1.01.","01","02","PBH","Spidol","Pack",1.0000000000000000e+00,7.6000000000000000e+04,7.6000000000000000e+04,1.0000000000000000e+00,7.6000000000000000e+04,7.6000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.04.03.","5.2.1.01.","01","03","PBH","Ballpoint","Pack",4.0000000000000000e+00,4.0000000000000000e+04,1.6000000000000000e+05,4.0000000000000000e+00,4.0000000000000000e+04,1.6000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.04.03.","5.2.1.01.","01","04","PBH","Pensil","Pack",3.0000000000000000e+00,4.0000000000000000e+04,1.2000000000000000e+05,3.0000000000000000e+00,4.0000000000000000e+04,1.2000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.04.03.","5.2.1.01.","01","05","PBH","Penghapus","Pack",2.0000000000000000e+00,2.2000000000000000e+04,4.4000000000000000e+04,2.0000000000000000e+00,2.2000000000000000e+04,4.4000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.04.03.","5.2.1.09.","01","01","PBH","Seragam TP PKK Desa","Stel",2.0000000000000000e+01,3.0000000000000000e+05,6.0000000000000000e+06,2.0000000000000000e+01,3.0000000000000000e+05,6.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.09.","5.2.1.09.","01","01","PBH","Seragam Petugas Posyandu","Stel",4.0000000000000000e+01,3.0000000000000000e+05,1.2000000000000000e+07,4.0000000000000000e+01,3.0000000000000000e+05,1.2000000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.02.99.","5.2.4.02.","01","01","PAD","Tenda dan Soundsystem","Paket",4.0000000000000000e+00,1.5000000000000000e+06,6.0000000000000000e+06,4.0000000000000000e+00,1.5000000000000000e+06,6.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.02.99.","5.2.7.04.","01","01","PAD","Santunan Anak Yatim","Ob",5.0000000000000000e+01,8.0000000000000000e+04,4.0000000000000000e+06,5.0000000000000000e+01,8.0000000000000000e+04,4.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.03.06.","5.2.2.99.","01","01","PBH","Honorarium Ketua (1 Org)","Ob",1.0000000000000000e+00,5.5000000000000000e+05,5.5000000000000000e+05,1.0000000000000000e+00,5.5000000000000000e+05,5.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.03.06.","5.2.2.99.","01","02","PBH","Honorarium Wakil Ketua (1 Org)","Ob",1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,1.0000000000000000e+00,4.5000000000000000e+05,4.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.03.06.","5.2.2.99.","01","03","PBH","Honorarium Sekretaris (1 Org)","Ob",1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,1.0000000000000000e+00,4.0000000000000000e+05,4.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.03.06.","5.2.2.99.","01","04","PBH","Honorarium Anggota (7 Org)","Ob",7.0000000000000000e+00,3.0000000000000000e+05,2.1000000000000000e+06,7.0000000000000000e+00,3.0000000000000000e+05,2.1000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","01","PBH","Air Conditioner","Unit",1.0000000000000000e+00,3.0000000000000000e+06,3.0000000000000000e+06,1.0000000000000000e+00,3.0000000000000000e+06,3.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.01.","01","08","PBH","Tip-Ex","Buah",1.2000000000000000e+01,7.5000000000000000e+03,9.0000000000000000e+04,1.2000000000000000e+01,7.5000000000000000e+03,9.0000000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.01.","01","09","PBH","Hecter","Buah",1.0000000000000000e+01,1.5000000000000000e+04,1.5000000000000000e+05,1.0000000000000000e+01,1.5000000000000000e+04,1.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.01.","01","10","PBH","Isi Hecter","pak",1.0000000000000000e+00,3.8332000000000000e+04,3.8332000000000000e+04,1.0000000000000000e+00,3.8332000000000000e+04,3.8332000000000000e+04,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","01","PBH","Seragam CV","Stel",1.1000000000000000e+01,4.5000000000000000e+05,4.9500000000000000e+06,1.1000000000000000e+01,4.5000000000000000e+05,4.9500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.02.03.","5.2.1.91.","01","01","PBH","Transport Peserta","Orang",5.0000000000000000e+01,7.0000000000000000e+04,3.5000000000000000e+06,5.0000000000000000e+01,7.0000000000000000e+04,3.5000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.02.03.","5.2.4.03.","01","01","PBH","Kendaraan Roda Empat","Unit",4.0000000000000000e+00,2.5000000000000000e+05,1.0000000000000000e+06,4.0000000000000000e+00,2.5000000000000000e+05,1.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.02.03.","5.2.7.01.","01","01","PBH","Awug untuk peserta","buah",5.0000000000000000e+01,7.5000000000000000e+04,3.7500000000000000e+06,5.0000000000000000e+01,7.5000000000000000e+04,3.7500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","03","PBH","Televisi LED 45 Inc","Unit",1.0000000000000000e+00,5.0000000000000000e+06,5.0000000000000000e+06,1.0000000000000000e+00,5.0000000000000000e+06,5.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.03.","01","01","PBH","Projector","Unit",1.0000000000000000e+00,7.0000000000000000e+06,7.0000000000000000e+06,1.0000000000000000e+00,7.0000000000000000e+06,7.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.03.","01","02","PBH","Notebook/Laptop","Unit",7.0000000000000000e+00,6.5000000000000000e+06,4.5500000000000000e+07,7.0000000000000000e+00,6.5000000000000000e+06,4.5500000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.03.","01","03","PBH","Komputer PC","Unit",1.0000000000000000e+00,1.0527998000000000e+07,1.0527998000000000e+07,1.0000000000000000e+00,1.0527998000000000e+07,1.0527998000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.03.","01","04","PBH","Printer","Unit",2.0000000000000000e+00,3.0000000000000000e+06,6.0000000000000000e+06,2.0000000000000000e+00,3.0000000000000000e+06,6.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.04.","01","01","PBH","Kursi Sofa","Unit",4.0000000000000000e+00,2.5000000000000000e+06,1.0000000000000000e+07,4.0000000000000000e+00,2.5000000000000000e+06,1.0000000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.04.","01","02","PBH","Kursi Kerja","Unit",2.0000000000000000e+01,3.0000000000000000e+05,6.0000000000000000e+06,2.0000000000000000e+01,3.0000000000000000e+05,6.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.04.","01","03","PBH","Kursi Rapat (Plastik)","unit",1.0000000000000000e+02,8.0000000000000000e+04,8.0000000000000000e+06,1.0000000000000000e+02,8.0000000000000000e+04,8.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.04.","01","04","PBH","Meja Panjang Seminar ","Unit",2.0000000000000000e+00,3.5000000000000000e+06,7.0000000000000000e+06,2.0000000000000000e+00,3.5000000000000000e+06,7.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.02.","01","01","PBH","Tukang (1 Org x 5 Hari)","HOK",5.0000000000000000e+00,1.2000000000000000e+05,6.0000000000000000e+05,5.0000000000000000e+00,1.2000000000000000e+05,6.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.02.","01","02","PBH","Pekerja (2 Org x 5 Hari)","HOK",1.0000000000000000e+01,1.0000000000000000e+05,1.0000000000000000e+06,1.0000000000000000e+01,1.0000000000000000e+05,1.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.01.","01","01","PBH","Ketu Tim TPK (1 Org)","Ob",1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.01.","01","02","PBH","Sekretaris Tim TPK (1 org)","Ob",1.0000000000000000e+00,1.5000000000000000e+05,1.5000000000000000e+05,1.0000000000000000e+00,1.5000000000000000e+05,1.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.01.","01","03","PBH","Anggota Tim TPK (1 org)","Ob",1.0000000000000000e+00,1.0000000000000000e+05,1.0000000000000000e+05,1.0000000000000000e+00,1.0000000000000000e+05,1.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","01","PBH","Main Truss C 75/0,75","Batang",6.9000000000000000e+01,8.5000000000000000e+04,5.8650000000000000e+06,6.9000000000000000e+01,8.5000000000000000e+04,5.8650000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","02","PBH","Roof Bottom/Reng 33/0,45","Meter",3.1000000000000000e+01,3.5000000000000000e+04,1.0850000000000000e+06,3.1000000000000000e+01,3.5000000000000000e+04,1.0850000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","03","PBH","Screww Drilling (Truss) dia. 6","Dus",1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","04","PBH","Screww Drilling (Root Batten) Dia. 4","Dus",1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","05","PBH","Dinabolt Dia 12","Butir",3.4000000000000000e+01,5.0000000000000000e+03,1.7000000000000000e+05,3.4000000000000000e+01,5.0000000000000000e+03,1.7000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","06","PBH","Genteng Metal Roof","Lembar",7.2000000000000000e+01,4.0000000000000000e+04,2.8800000000000000e+06,7.2000000000000000e+01,4.0000000000000000e+04,2.8800000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","07","PBH","Paku Skrup","Dus",1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","08","PBH","Pving Block","m2",6.0000000000000000e+01,8.0000000000000000e+04,4.8000000000000000e+06,6.0000000000000000e+01,8.0000000000000000e+04,4.8000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.15.","5.3.4.03.","01","09","PBH","Pasir Urug","m3",2.0000000000000000e+00,1.5000000000000000e+05,3.0000000000000000e+05,2.0000000000000000e+00,1.5000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","02","PBH","Seragam Batik","Stel",1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","03","PBH","Seragam Pangsi (Daerah)","Stel",1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","04","PBH","Seragam Rt Rw","Stel",3.9000000000000000e+01,2.0000000000000000e+05,7.8000000000000000e+06,3.9000000000000000e+01,2.0000000000000000e+05,7.8000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","05","PBH","Pakaian Olah Raga (Training)","Stel",1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,1.1000000000000000e+01,2.5000000000000000e+05,2.7500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.1.09.","01","06","PBH","Seragam Hansip","Stel",1.5000000000000000e+01,8.0000000000000000e+05,1.2000000000000000e+07,1.5000000000000000e+01,8.0000000000000000e+05,1.2000000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.01.04.","5.2.5.01.","01","01","PBH","Belanja Tagihan Listrik","Bulan",1.2000000000000000e+01,3.5000000000000000e+05,4.2000000000000000e+06,1.2000000000000000e+01,3.5000000000000000e+05,4.2000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.03.04.03.","5.2.1.09.","01","02","PBH","Training","Stel",2.0000000000000000e+01,2.5000000000000000e+05,5.0000000000000000e+06,2.0000000000000000e+01,2.5000000000000000e+05,5.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.09.","5.2.1.09.","01","02","PBH","Traning","Stel",4.0000000000000000e+01,2.5000000000000000e+05,1.0000000000000000e+07,4.0000000000000000e+01,2.5000000000000000e+05,1.0000000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","04","PBH","Sound System Ruangan","Paket",1.0000000000000000e+00,1.5000000000000000e+07,1.5000000000000000e+07,1.0000000000000000e+00,1.5000000000000000e+07,1.5000000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","05","PBH","Kipas Angin Air Cooler","Unit",4.0000000000000000e+00,5.0000000000000000e+06,2.0000000000000000e+07,4.0000000000000000e+00,5.0000000000000000e+06,2.0000000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.01.02.01.","5.3.2.02.","01","06","PBH","Dispenser Galon Bawah","Unit",1.0000000000000000e+00,3.0000000000000000e+06,3.0000000000000000e+06,1.0000000000000000e+00,3.0000000000000000e+06,3.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.02.","01","01","DDS","Tukang (5 org X 15 hari)","hok",7.5000000000000000e+01,1.2000000000000000e+05,9.0000000000000000e+06,7.5000000000000000e+01,1.2000000000000000e+05,9.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.02.","01","02","DDS","Pekerja (10 org X 15 hari)","hok",1.5000000000000000e+02,1.0000000000000000e+05,1.5000000000000000e+07,1.5000000000000000e+02,1.0000000000000000e+05,1.5000000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","01","DDS","Ketua TPK (1 org X 1 Bulan)","ob",1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","02","DDS","Sekretaris TPK (1 org X 1 Bulan)","ob",1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","03","DDS","Anggota TPK (1 org X 1 Bulan)","ob",1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","04","DDS","Ketua Pengawas (1 org X 1 Bulan)","ob",1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","05","DDS","Sekretaris Pengawas (1 org X 1 Bulan)","ob",1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","06","DDS","Anggota Pengawas (1 org X 1 Bulan)","ob",1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,1.0000000000000000e+00,2.0000000000000000e+05,2.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.01.","01","07","DDS","Tim Verifikasi","Paket",1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,1.0000000000000000e+00,3.0000000000000000e+05,3.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.03.","01","10","DDS","Pemberesan Bekas Pekerjaan","Ls",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.03.","01","11","DDS","Pek Pembuatan Tugu Prasasti","paket",1.0000000000000000e+00,3.5000000000000000e+05,3.5000000000000000e+05,1.0000000000000000e+00,3.5000000000000000e+05,3.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.01.","01","16","DDS","Cetak Laporan","paket",3.0000000000000000e+00,1.7000000000000000e+05,5.1000000000000000e+05,3.0000000000000000e+00,1.7000000000000000e+05,5.1000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.04.","01","01","DDS","Sewa Alat Kerja Roda (1 unit X 15 hari)","huk",1.5000000000000000e+01,3.5000000000000000e+04,5.2500000000000000e+05,1.5000000000000000e+01,3.5000000000000000e+04,5.2500000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.14.","5.3.5.04.","01","02","DDS","Jasa Angkut Material","hari",1.5000000000000000e+01,1.0000000000000000e+05,1.5000000000000000e+06,1.5000000000000000e+01,1.0000000000000000e+05,1.5000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.04.03.03.","5.2.2.01.","01","01","DDS","Ketua Pelaksana","ob",1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,1.0000000000000000e+00,2.5000000000000000e+05,2.5000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.02.02.","5.2.2.05.","01","01","DDS","Ketua Posyandu Mawar 1 (1 org X 1 bln)","ob",1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,1.0000000000000000e+00,5.0000000000000000e+05,5.0000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.04.03.03.","5.2.2.04.","01","01","DDS","Narasumber","Ls",4.0000000000000000e+00,5.0000000000000000e+05,2.0000000000000000e+06,4.0000000000000000e+00,5.0000000000000000e+05,2.0000000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.04.03.03.","5.2.1.09.","01","01","DDS","Kaos","buah",7.0000000000000000e+00,1.5000000000000000e+05,1.0500000000000000e+06,7.0000000000000000e+00,1.5000000000000000e+05,1.0500000000000000e+06,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.01.","01","17","DDS","Papan Nama Kegiatan","paket",3.0000000000000000e+00,2.4900000000000000e+05,7.4700000000000000e+05,3.0000000000000000e+00,2.4900000000000000e+05,7.4700000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.01.","01","18","DDS","Dokumentasi Kegiatan","paket",3.0000000000000000e+00,1.9070000000000000e+05,5.7210000000000000e+05,3.0000000000000000e+00,1.9070000000000000e+05,5.7210000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","01","DDS","Ember","buah",3.9000000000000000e+01,1.5000000000000000e+04,5.8500000000000000e+05,3.9000000000000000e+01,1.5000000000000000e+04,5.8500000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","02","DDS","Pengki","buah",2.6000000000000000e+01,1.6000000000000000e+04,4.1600000000000000e+05,2.6000000000000000e+01,1.6000000000000000e+04,4.1600000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","03","DDS","Cangkul","unit",6.0000000000000000e+00,8.0000000000000000e+04,4.8000000000000000e+05,6.0000000000000000e+00,8.0000000000000000e+04,4.8000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","04","DDS","Sengkup","unit",6.0000000000000000e+00,9.0000000000000000e+04,5.4000000000000000e+05,6.0000000000000000e+00,9.0000000000000000e+04,5.4000000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","05","DDS","Kaso","batang",2.6000000000000000e+01,1.8000000000000000e+04,4.6800000000000000e+05,2.6000000000000000e+01,1.8000000000000000e+04,4.6800000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","06","DDS","Benang","rol",3.7000000000000000e+01,5.0000000000000000e+03,1.8500000000000000e+05,3.7000000000000000e+01,5.0000000000000000e+03,1.8500000000000000e+05,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","07","DDS","Semen Portland","zak",4.4070000000000000e+03,5.0000000000000000e+04,2.2035000000000000e+08,4.4070000000000000e+03,5.0000000000000000e+04,2.2035000000000000e+08,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","08","DDS","Pasir Beton","m3",2.3900000000000000e+02,2.6000000000000000e+05,6.2140000000000000e+07,2.3900000000000000e+02,2.6000000000000000e+05,6.2140000000000000e+07,0.0000000000000000e+00,
"2019","12.2009.","12.2009.02.03.11.","5.3.5.03.","01","09","DDS","Koral Beton","m3",3.6900000000000000e+02,2.6000000000000000e+05,9.5940000000000000e+07,3.6900000000000000e+02,2.6000000000000000e+05,9.5940000000000000e+07,0.0000000000000000e+00,
